FrameRate/String;;;Y NT;;;Frames per second (with measurement)
FrameRate_Minimum;; fps;N YF;;;Minimum Frames per second
FrameRate_Minimum/String;;;Y NT;;;Minimum Frames per second (with measurement)
FrameRate_Nominal;; fps;N YF;;;Nominal Frames per second
FrameRate_Nominal/String;;;Y NT;;;Nominal Frames per second (with measurement)
FrameRate_Maximum;; fps;N YF;;;Maximum Frames per second
FrameRate_Maximum/String;;;Y NT;;;Maximum Frames per second (with measurement)
FrameRate_Original;; fps;N YF;;;Original (in the raw stream) Frames per second
FrameRate_Original/String;;;Y NT;;;Original (in the raw stream) Frames per second (with measurement)
FrameCount;;;N NI;;;Number of frames
Standard;;;Y NT;;;NTSC or PAL
Resolution;; bit;N YI;;;16/24/32 
Resolution/String;;;Y NT;;;16/24/32 bits
Colorimetry;;;Y YT;;;
ScanType;;;N YT;;;
ScanType/String;;;Y NT;;;
ScanOrder;;;N YT;;;
ScanOrder/String;;;Y NT;;;
Interlacement;;;N NT;;;Deprecated, do not use in new projects
Interlacement/String;;;N NT;;;Deprecated, do not use in new projects
Bits-(Pixel*Frame);;;Y YF;;;bits/(Pixel*Frame) (like Gordian Knot)
Delay;; ms;N NI;;;Delay fixed in the stream (relative) IN MS
Delay/String;;;N NT;;;Delay with measurement
Delay/String1;;;N NT;;;Delay with measurement
Delay/String2;;;N NT;;;Delay with measurement
Delay/String3;;;N NT;;;format : HH:MM:SS.MMM
Delay_Settings;;;N NT;;;Delay settings (in case of timecode for example)
Delay_Original;; ms;N NI;;;Delay fixed in the raw stream (relative) IN MS
Delay_Original/String;;;N NT;;;Delay with measurement
Delay_Original/String1;;;N NT;;;Delay with measurement
Delay_Original/String2;;;N NT;;;Delay with measurement
Delay_Original/String3;;;N NT;;;format : HH:MM:SS.MMM
Delay_Original_Settings;;;N NT;;;Delay settings (in case of timecode for example)
StreamSize;; byte;N YI;;;Stream size in bytes
StreamSize/String;;;Y NT;;;Streamsize in with percentage value
StreamSize/String1;;;N NT;;;Streamsize with measurement
StreamSize/String2;;;N NT;;;Streamsize with measurement
StreamSize/String3;;;N NT;;;Streamsize with measurement
StreamSize/String4;;;N NT;;;Streamsize with measurement
StreamSize/String5;;;N NT;;;Streamsize in with percentage value;;
StreamSize_Proportion;;;N NT;;;Stream size divided by file size;;
Alignment;;;Y NT;;;How this stream file is aligned in the container;;
Alignment/String;;;N YT;;;;;
Title;;;Y YI;;;Name of the track;;
Encoded_Application;;;Y YT;;;Software. Identifies the name of the software package used to create the file, such as Microsoft WaveEdit.;;Technical
Encoded_Application/Url;;;N YT;;;Software. Identifies the name of the software package used to create the file, such as Microsoft WaveEdit.;;Technical
Encoded_Library;;;N YT;;;Software used to create the file;;
Encoded_Library/String;;;Y NT;;;Software used to create the file;;
Encoded_Library/Name;;;N NT;;;Info from the software;;
Encoded_Library/Version;;;N NT;;;Version of software;;
Encoded_Library/Date;;;N NT;;;Release date of software;;
Encoded_Library_Settings;;;Y YT;;;Parameters used by the software;;
Language;;;N YT;;;Language (2-letter ISO 639-1 if exists, else 3-letter ISO 639-2, and with optional ISO 3166-1 country separated by a dash if available, e.g. en, en-us, zh-cn);;
Language/String;;;Y NT;;;Language (full);;
Language_More;;;Y YT;;;More info about Language (e.g. Director's Comment);;
Encoded_Date;;;Y YT;;;UTC time that the encoding of this item was completed began.;;Temporal
Tagged_Date;;;Y YT;;;UTC time that the tags were done for this item.;;Temporal
Encryption;;;Y YT;;;;;
BufferSize;;;N YT;;;Defines the size of the buffer needed to decode the sequence.;;
